model,fold,member,channel,MAE,RMSE,NMAE,R2
m2,2,2,oi,27.04607619031979,40.81791096868247,0.4962768196155871,0.6931859299738865
m2,2,2,disp,0.9686246385240251,1.4126523008391245,0.16804254039158034,0.9632428236554319
m2,2,2,barrier,12.785505430333933,17.555128766666016,0.4369943493536717,0.768359592554195
m2,2,3,strain,11.782156700161613,17.803379669619552,0.5100260776109172,0.5844890168391594
m2,2,3,Pauli,41.75472997859785,70.61052308732464,0.5011056061922948,0.6414134443000321
m2,2,3,Velst,20.140771082252453,32.41818999631391,0.5329760197800504,0.6213706987948774
m2,2,3,oi,24.168140155114944,39.87925289586224,0.4434686809207864,0.7071348124369947
m2,2,3,disp,1.006115368786891,1.529944193425124,0.1745466466304092,0.9568855590719191
m2,2,3,barrier,12.369789357208143,17.612398616930264,0.42278563653575985,0.7668457728166477
m2,2,4,strain,11.921504387050676,15.982633104245041,0.5160581612079049,0.6651315278328607
m2,2,4,Pauli,41.981457804418675,69.72654894793249,0.5038266053379447,0.650335544912494
m2,2,4,Velst,19.851090905013358,30.868160687628517,0.5253103456485312,0.6567123353974772
m2,2,4,oi,24.77343847379563,39.71627364201339,0.4545754870393401,0.7095236944963577
m2,2,4,disp,0.8482052319368739,1.234846286289397,0.14715149324024404,0.9719135157467065
m2,2,4,barrier,11.411014949060549,15.728331166353616,0.3900157940803047,0.8140605375373484
m2,3,0,strain,9.90892295501171,14.464678503532369,0.38391295545646503,0.7935248034122213
m2,3,0,Pauli,42.5614220729241,64.40118814996065,0.49716739139030414,0.6974434345657204
m2,3,0,Velst,19.333541533885857,29.007070202895655,0.5039310657207104,0.6975728114129228
m2,3,0,oi,24.56646829385024,34.96564555453912,0.42138840773698116,0.7989366783353435
m2,3,0,disp,1.3675623622078161,1.8882865081885347,0.24056530942815182,0.9340269643544056
m2,3,0,barrier,10.956509510867107,15.897124730256913,0.4130425875428352,0.7835754700833738
m2,3,1,strain,11.880587721482302,16.996239813229003,0.4603034623866112,0.7149270446049009
m2,3,1,Pauli,41.13267555603614,63.09165995468683,0.4804779542389301,0.7096226552134286
m2,3,1,Velst,18.849757704979336,28.525924156600052,0.49132118252615903,0.7075224429858691
m2,3,1,oi,23.870317245141052,35.14138424560591,0.4094473351151005,0.796910495151433
m2,3,1,disp,1.0676361369207883,1.5562605211128688,0.18780585422107207,0.9551879007998463
m2,3,1,barrier,12.665140295544496,17.46241867699169,0.4774551889975699,0.7388571661946881
m2,3,2,strain,12.3147063599183,16.872889336584223,0.4771230269606203,0.7190498722525138
m2,3,2,Pauli,45.394799189689834,72.32345232750667,0.5302645634620883,0.6184274542975654
m2,3,2,Velst,21.227451113554146,31.848508830392223,0.5532960447747616,0.6354212878458605
m2,3,2,oi,27.71797220523541,41.56085029595026,0.4754461257333407,0.7159344291238954
m2,3,2,disp,1.0460840270687373,1.5882098388262478,0.1840146633264807,0.9533290703368723
m2,3,2,barrier,12.49537503050688,17.280352245466304,0.47105531463279304,0.7442742262751078
m2,3,3,strain,12.681626406999735,17.330528774788053,0.4913390381588921,0.7036029034019643
m2,3,3,Pauli,46.11207304856716,74.40331535445729,0.5386431644571278,0.5961655194757722
m2,3,3,Velst,21.346113889645306,33.57381912655628,0.5563890041848205,0.5948511663767424
m2,3,3,oi,27.263841949976406,41.83062680786737,0.46765643358550013,0.7122346520829343
m2,3,3,disp,1.1248460851418667,1.6837915016516243,0.19786954804338047,0.9475425332325107
m2,3,3,barrier,12.599246049920717,17.38385579342053,0.47497108311607233,0.7412016276005063
m2,3,4,strain,10.492050664547163,14.914995957601562,0.4065057522107366,0.7804686249640203
m2,3,4,Pauli,40.96057333701696,64.11643697903604,0.47846759821427365,0.7001130397198593
m2,3,4,Velst,18.447496145199505,28.56264886794831,0.4808361869984109,0.7067688780558694
m2,3,4,oi,23.72452215353648,35.49227690924004,0.40694651323170034,0.7928344803050276
m2,3,4,disp,1.4140109423643503,1.9336967836357317,0.24873599134119861,0.9308157181194503
m2,3,4,barrier,11.671157913712355,15.929847775338068,0.43998366993789756,0.782683565575434
m2,4,0,strain,11.482717054967697,15.630173913172245,0.514853523682985,0.6854322659224067
m2,4,0,Pauli,39.87966660658518,64.4314696573049,0.4970753200766922,0.6778418471822416
m2,4,0,Velst,18.95072271579351,28.471190716669696,0.5300729101221139,0.6690946624265708
m2,4,0,oi,24.450038059399677,37.16673437997318,0.4444948988737715,0.7562681006897964
m2,4,0,disp,1.1285762968353736,1.6368490723791431,0.20233654337943913,0.9444216240363311
m2,4,0,barrier,9.561517909169197,13.489735046208807,0.3709750064253672,0.8321982251665415
m2,4,1,strain,11.997708864127977,16.843185972757386,0.5379443432464034,0.6347123064863747
m2,4,1,Pauli,43.242553383876114,62.44288236501055,0.5389916188686069,0.6974208941579046
m2,4,1,Velst,19.396050055821735,27.12265878127669,0.5425292139067169,0.6996988245679182
m2,4,1,oi,26.71327801469045,37.900930001108286,0.48563997245648116,0.7465435787917649
m2,4,1,disp,1.1024792205828886,1.64626029474064,0.1976577350294462,0.9437806802169864
m2,4,1,barrier,10.229640418711382,13.907695815210229,0.39689732907590136,0.8216389266004993
m2,4,2,strain,11.749021104704111,18.75081920678675,0.5267938665235783,0.547282746523168
m2,4,2,Pauli,37.20638163578816,60.46992567055421,0.4637544802706815,0.7162395129433488
m2,4,2,Velst,17.79641431111556,28.03212427115269,0.4977856129872069,0.6792220326858555
m2,4,2,oi,22.945250479838787,35.26635308148398,0.41713827875815246,0.7805555166196148
m2,4,2,disp,1.089408352588996,1.6249822581991384,0.19531432744923277,0.9452245661202452
m2,4,2,barrier,9.74725609501967,13.022444544694547,0.37818141709612885,0.843622327819963
m2,4,3,strain,11.417916323320988,16.17419200770734,0.5119480366918978,0.6631537303639412
m2,4,3,Pauli,41.71157447191385,65.2570241563109,0.519908915891129,0.6695333926737246
m2,4,3,Velst,19.032125674761257,28.13040466245177,0.5323498419309797,0.6769687999939515
m2,4,3,oi,25.92013777448581,38.23203667052925,0.47122090325069943,0.7420957890688769
m2,4,3,disp,1.2406683031183023,1.8050373740171042,0.2224329331010306,0.9324133413724822
m2,4,3,barrier,10.96910628141501,14.667403633786307,0.42558768512331835,0.8016207711640158
m2,4,4,strain,11.853481620741196,18.665199346957152,0.5314775894186023,0.5514076960427372
m2,4,4,Pauli,36.82826209985293,59.53527416623232,0.45904145467780405,0.7249435919638886
m2,4,4,Velst,17.415058365234962,26.226629635691186,0.4871186606468178,0.7192126887959045
m2,4,4,oi,23.32001541287471,36.24385514434709,0.4239514011183934,0.7682219327839033
m2,4,4,disp,1.0616843266746936,1.6524603036391483,0.19034383180105047,0.9433564257495202
m2,4,4,barrier,9.786064421901337,13.372967414668995,0.37968713192624776,0.8350906486813974
m3,0,0,strain,9.559228289469033,13.436365333217998,0.4262692198718163,0.7519417199927868
m3,0,0,Pauli,25.758126465378293,37.91344457414324,0.35280188751592634,0.8664998409203428
m3,0,0,Velst,12.443406235640216,17.466951297401273,0.36230567321422374,0.8590207002574247
m3,0,0,oi,15.378190080831006,21.962565404531333,0.30471138511577134,0.8952212033829691
m3,0,0,disp,1.1002035968622583,1.554540402067639,0.18103513597617332,0.958517574995671
m3,0,0,barrier,9.842170402692382,13.296530131159242,0.343400245059021,0.8618264513342684
m3,0,1,strain,10.609479003461303,14.478481776636873,0.47310245148492697,0.7119710320782671
m3,0,1,Pauli,25.55989234158947,38.260010952694905,0.35008672990783063,0.8640480389943958
m3,0,1,Velst,13.198799440055895,18.374720474345068,0.38429991163130545,0.8439863445566709
m3,0,1,oi,15.292946412305163,21.744638929206975,0.30302232312783056,0.8972902500858636
m3,0,1,disp,1.2696452524251998,1.792168730891303,0.20891624202086245,0.9448662032929867
m3,0,1,barrier,9.651824006039625,12.70398186983435,0.3367589254534615,0.8738672112170225
m3,0,2,strain,10.95067903627256,14.951636531013028,0.4883173901183019,0.6928379322774008
m3,0,2,Pauli,25.254198378058756,37.10941207674633,0.3458997247900158,0.87210209105251
m3,0,2,Velst,13.058110319125424,17.68793035454035,0.38020356809743955,0.8554310024740378
m3,0,2,oi,14.550023924013612,20.778114891642687,0.2883016739974005,0.906217985527783
m3,0,2,disp,1.2305752840011743,1.7457972168356228,0.20248739824467385,0.9476824132778301
m3,0,2,barrier,9.746922673123658,12.97944359680868,0.3400769848087953,0.8683380089215806
m3,0,3,strain,10.906373471780947,14.80197564952991,0.4863416973280558,0.6989563358147847
m3,0,3,Pauli,26.73330231684788,43.139725857282265,0.36615859967901215,0.8271576914911203
m3,0,3,Velst,14.374671419714666,21.033433376824114,0.41853692689355726,0.7955714864262382
m3,0,3,oi,15.684199127422017,24.528336289584892,0.3107748061005941,0.8693096700911118
m3,0,3,disp,1.1501336321709261,1.6344577305573138,0.1892509705336852,0.9541428039217772
m3,0,3,barrier,9.97881195974198,13.264571270810075,0.34816776505270475,0.8624898668605058
m3,0,4,strain,11.032322660183452,15.323971034778085,0.49195807771547373,0.6773491857930283
m3,0,4,Pauli,26.219813984670456,39.04014406609555,0.3591254929407135,0.8584473123893337
m3,0,4,Velst,13.592558584395487,18.708206668039022,0.39576471227934706,0.8382719135033951
m3,0,4,oi,14.490387651571043,21.070390680827625,0.2871200101550626,0.9035610558112624
m3,0,4,disp,1.2206137749799497,1.760670405419571,0.2008482624107896,0.9467871845154998
m3,0,4,barrier,9.735734799675122,12.782666732182356,0.33968663203834687,0.8722999110206783
m3,1,0,strain,11.062102992063874,15.857189079031132,0.49900713899910676,0.6605837180958747
m3,1,0,Pauli,25.385476057696494,39.10275471621793,0.2974962090785463,0.880281744816093
m3,1,0,Velst,13.300505054984123,19.88129367378233,0.35747640804636177,0.8351032815210334
m3,1,0,oi,16.05649124588936,23.4901596750884,0.279621136406124,0.896846863632482
m3,1,0,disp,1.2091071184273738,2.0041503784090087,0.20112752254229796,0.934576877208312
m3,1,0,barrier,10.017480347566543,14.01096843454741,0.3599570677262937,0.8367060085271447
m3,1,1,strain,9.043234451561217,12.728953525084687,0.40793676882317553,0.7812914990012888
m3,1,1,Pauli,27.3536387401022,44.12290416635252,0.32056140334690586,0.8475688061326992
m3,1,1,Velst,13.45243132038481,19.828137244509392,0.3615597158169177,0.8359838683700251
m3,1,1,oi,17.303504602164978,27.342721652078804,0.3013376675246317,0.8602364310339443
m3,1,1,disp,1.2120108241867866,1.9951236324694464,0.20161053611213128,0.9351648849448545
m3,1,1,barrier,10.075649311398244,13.238716005739136,0.3620472469856543,0.8542107078692198
m3,1,2,strain,10.966382593106312,15.53464236320679,0.4946892292434361,0.6742512325032237
m3,1,2,Pauli,27.89111847786387,40.46924169856771,0.3268602091710397,0.8717681804382345
m3,1,2,Velst,15.095974910031458,20.25876546336772,0.40573308039711026,0.8287822895278449
m3,1,2,oi,16.95944398375833,24.787294984927808,0.2953459088247918,0.8851400111562442
m3,1,2,disp,1.2530957277223562,2.030605261902275,0.20844475678295663,0.9328383009260912
m3,1,2,barrier,10.19360266720793,14.169875422029124,0.36628565251405093,0.8329809690157737
m3,1,3,strain,10.507587882363872,15.133492375088617,0.4739931793006943,0.6908575909785134
m3,1,3,Pauli,28.06623784447931,41.697498705526264,0.3289124593469246,0.8638662904282721
m3,1,3,Velst,13.761992576015983,19.937254721383187,0.3698797642117631,0.8341736860661418
m3,1,3,oi,16.99417121395184,24.6523405778751,0.2959506777884614,0.8863873166394416
m3,1,3,disp,1.100561993706758,1.9382582967331259,0.18307170954907262,0.938808096458942
m3,1,3,barrier,9.644002245300134,13.364184456419169,0.3465369183586481,0.8514342095157297
m3,1,4,strain,11.375461358173638,15.952146399896868,0.5131426123233064,0.6565065059274257
m3,1,4,Pauli,28.501083914641363,40.557907015832455,0.3340084857957448,0.871205670758399
m3,1,4,Velst,14.596315654220096,19.60656071623394,0.39230378615030037,0.8396290989452546
m3,1,4,oi,17.153001440558462,25.86280689609176,0.2987166798856354,0.8749563006010728
m3,1,4,disp,1.2668486596292752,1.9785145971660223,0.21073247230457992,0.9362398723934415
m3,1,4,barrier,9.823658722411295,13.858762035694673,0.35299249565505664,0.8402345853325202
m3,2,0,strain,10.70019103804971,16.9068047947724,0.4631899408322353,0.6252853459581116
m3,2,0,Pauli,30.750921258501187,53.457195830400785,0.3690470288302945,0.7944736582097459
m3,2,0,Velst,15.340509142845299,26.03319879109701,0.40594888204442964,0.755830303816125
m3,2,0,oi,16.658942014168783,26.137038805446437,0.3056800810134231,0.8741983060592101
m3,2,0,disp,1.264834498784914,1.7692817099515228,0.2194307205261704,0.9423412058495227
m3,2,0,barrier,10.4666929790501,14.592220847342206,0.357739919879349,0.839952435668513
m3,2,1,strain,11.269587404788679,15.255361973480644,0.4878379745432282,0.6949137501625953
m3,2,1,Pauli,30.603471904803232,52.56868505438234,0.3672774640934288,0.8012489769935395
m3,2,1,Velst,15.906114754403474,26.454710662759666,0.42091624483220147,0.7478594328305224
m3,2,1,oi,16.283162166738208,25.480323198007717,0.2987847803329782,0.8804406381148491
m3,2,1,disp,0.8400161566248365,1.2673108608398336,0.14573080563416618,0.9704172942942401
m3,2,1,barrier,11.437573818264493,16.2809748521835,0.3909235466780089,0.8007643310091997
m3,2,2,strain,11.40061646472117,15.699671017201638,0.49350996136118463,0.6768838208022918
m3,2,2,Pauli,32.001156123580444,56.34784423310092,0.3840513097888687,0.7716454045100156
m3,2,2,Velst,16.55070035169079,28.162534368619983,0.43797361888440284,0.7142539978646013
m3,2,2,oi,16.451475542442054,25.623048378707022,0.3018732145370852,0.8790974900857964
m3,2,2,disp,0.9158489916734635,1.3205935926879855,0.15888671943178,0.9678774546320906
m3,2,2,barrier,11.338607286951344,15.981683233009182,0.3875409807564167,0.8080220639365323
m3,2,3,strain,10.771397884104662,17.477747806951136,0.4662723432579265,0.5995497789806157
m3,2,3,Pauli,30.693253957541884,58.02319482407766,0.36835495375713523,0.7578645256516281
m3,2,3,Velst,15.49507981500808,27.91715571668858,0.410039215095116,0.7192116845235286
m3,2,3,oi,17.260941340285502,28.26843066533251,0.3167263528967679,0.8528442888339439
m3,2,3,disp,1.284088195604124,1.7905784547913721,0.2227709619331611,0.9409447804298807
m3,2,3,barrier,10.376104012321514,15.267039914301968,0.3546436897936569,0.8248073170891899
m3,2,4,strain,10.558050846977599,14.71949954697882,0.4570369752955963,0.7159703426642765
m3,2,4,Pauli,31.741738917721303,53.143729520086104,0.3809379998413397,0.7968769527055447
m3,2,4,Velst,15.59327253414567,25.619166753953653,0.4126376441425247,0.7635350947134549
m3,2,4,oi,18.198467180987073,26.585050965396242,0.3339293046024698,0.8698486377368023
m3,2,4,disp,1.2690602871263104,1.784639444635377,0.22016383444853296,0.9413358807428074
m3,2,4,barrier,10.684320356435837,14.942171451469816,0.3651781814874192,0.8321838659389793
m3,3,0,strain,11.32699571053187,16.00125608116271,0.43885500164007013,0.7473272140329565
m3,3,0,Pauli,30.073539406825336,46.548780231524056,0.3512942568306822,0.841935103164094
m3,3,0,Velst,14.73011001256796,21.896182643275107,0.38394207413093323,0.82767435441722
m3,3,0,oi,18.219728127504005,26.526442637587216,0.3125228312517165,0.8842801729433162
m3,3,0,disp,1.331610266978924,1.927703738475453,0.23424104433257986,0.9312438948769117
m3,3,0,barrier,11.731796468679722,15.692855076814217,0.44226964483015113,0.7891016181831095
m3,3,1,strain,10.663827647001316,16.23654637386393,0.413161108127094,0.739841732257581
m3,3,1,Pauli,29.994476003524586,47.148423987314935,0.35037070343281584,0.837836472641698
m3,3,1,Velst,14.574243490130474,22.355132402732085,0.379879394635589,0.8203746642310592
m3,3,1,oi,19.69902858978663,28.00662654072273,0.33789725865860193,0.871005452946608
m3,3,1,disp,1.3606648793778358,1.9365350396125174,0.2393519862648916,0.9306124734198987
m3,3,1,barrier,10.574857251861921,15.01409688401428,0.3986549181445913,0.8069509150863158
m3,3,2,strain,11.834715019433926,16.28134601269851,0.45852616280540304,0.7384041019496423
m3,3,2,Pauli,30.599405649380806,48.23894864206552,0.35743699208947055,0.8302481603243507
m3,3,2,Velst,16.190377411169884,24.18619521234234,0.4220041180210768,0.7897440920461423
m3,3,2,oi,17.49512864381839,27.022274505926692,0.3000937828828162,0.8799136750107195
m3,3,2,disp,1.3026325798187501,1.9383865033719259,0.22914363417356873,0.9304797312792741
m3,3,2,barrier,11.49409307539463,15.760397486989316,0.4333086135333859,0.7872822883732988
m3,3,3,strain,11.67736349808864,16.159362423833333,0.45242970934830096,0.7423092909186141
m3,3,3,Pauli,28.86425585930164,45.810478274522296,0.3371684048856167,0.8469094181115822
m3,3,3,Velst,15.338956530277546,22.936201982523997,0.39981173122360697,0.8109154218005812
m3,3,3,oi,16.72769377552546,24.99514907239869,0.28692997955041977,0.8972548775938608
m3,3,3,disp,1.307163808399286,1.9356128335108844,0.22994071402578584,0.9306785443793106
m3,3,3,barrier,11.477385948865841,15.587797699674176,0.4326787820377793,0.7919159265438398
m3,3,4,strain,9.574435801078112,14.920218752811817,0.37095352965288464,0.7803148511159442
m3,3,4,Pauli,30.494160713293613,46.954654008260995,0.3562076076426385,0.8391666487500186
m3,3,4,Velst,15.297345836957296,22.453486364445666,0.3987271435398917,0.8187906228779548
m3,3,4,oi,17.84037478153522,25.98710404090398,0.30601578675043184,0.8889379918885669
m3,3,4,disp,1.3681628042115614,1.9550125041878446,0.24067093204574963,0.9292820330733491
m3,3,4,barrier,9.748163000417826,13.983218155765558,0.367489889502524,0.8325506038074411
m3,4,0,strain,9.74873674317048,13.997193510347422,0.43710660461738854,0.7477283273048247
m3,4,0,Pauli,29.330938008351204,48.483016833736116,0.36559195798901944,0.8175884545223461
m3,4,0,Velst,14.78961830567091,22.1605729263089,0.4136821657122751,0.7995276506884625
m3,4,0,oi,16.942180261397972,27.17916139783958,0.3080041300424954,0.8696606141674821
m3,4,0,disp,1.3491062810405707,1.9199105135217345,0.2418742111833119,0.9235371374558038
m3,4,0,barrier,10.648962705181194,13.606100779427843,0.4131665124205524,0.829290740900637
m3,4,1,strain,11.05686934884542,15.006987055677666,0.4957596810845978,0.7100163117913777
m3,4,1,Pauli,30.496227683165134,49.954278084070374,0.38011657134159327,0.8063495878590166
m3,4,1,Velst,15.341746168258863,23.55619069484301,0.42912579956575286,0.77348204389321
m3,4,1,oi,17.80940991640091,27.302609212823732,0.3237701242247691,0.868473921700007
m3,4,1,disp,0.9723273410629003,1.5238352997068758,0.17432348506313392,0.9518313318201606
m3,4,1,barrier,9.335500762630732,12.685200456755558,0.3622058221613348,0.8516169206490848
m3,4,2,strain,9.998622928865444,17.51062570840865,0.4483108154856772,0.6051884189358504
m3,4,2,Pauli,24.622263743327213,38.259840944627825,0.3069012525096212,0.886404959213633
m3,4,2,Velst,12.739259136028778,18.60987232232699,0.35633132647794896,0.8586228252476472
m3,4,2,oi,15.285741439996622,22.87296524816093,0.27789053248405216,0.9076900522232164
m3,4,2,disp,1.0205281705428393,1.6810328444553455,0.18296515975747252,0.9413806529254891
m3,4,2,barrier,9.890990906227858,13.196166887570095,0.3837581490562679,0.8394222718717655
m3,4,3,strain,10.283635187798586,14.57767136840699,0.4610899830905336,0.7263705331108383
m3,4,3,Pauli,28.25990026119428,44.52635655816629,0.3522421364813758,0.8461465034031275
m3,4,3,Velst,13.407609267112536,19.74554533780645,0.37502582717204713,0.8408411557286583
m3,4,3,oi,16.80217952682422,26.102404995667534,0.3054589555848756,0.8797833525204592
m3,4,3,disp,1.314230505281534,1.8871173839933524,0.23562151569914536,0.9261268854343357
m3,4,3,barrier,9.863809500367214,12.833486036033696,0.3827035443052657,0.8481275512736226
m3,4,4,strain,11.233531194810684,17.92212916968518,0.5036807134900951,0.5864140665249575
m3,4,4,Pauli,29.592988659174015,46.38162393626077,0.36885825688813173,0.8330582537704565
m3,4,4,Velst,14.816554344617403,21.855162776781413,0.414435596848684,0.8050152695782393
m3,4,4,oi,18.553690120959892,28.106520416665887,0.33730093155748037,0.8606144568749993
m3,4,4,disp,1.114462490647267,1.6028756835406341,0.19980615286349745,0.9467047799155919
m3,4,4,barrier,9.463929938773314,12.899922888373528,0.3671887145114093,0.8465510436323034
