variant,family,fold,channel,NMAE
M_bdelta,rgd1,1,barrier,1.1694918552168108
M_bdelta,dipolar,1,strain,0.9142274202622003
M_bdelta,dipolar,1,Pauli,1.4920714868650222
M_bdelta,dipolar,1,V_elst,1.232262033812656
M_bdelta,dipolar,1,oi,1.5025352141683246
M_bdelta,dipolar,1,disp,0.6420225267466704
M_bdelta,dipolar,1,barrier,2.3001275394176672
M_bdelta,qmrxn20_e2,1,strain,1.16969705372869
M_bdelta,qmrxn20_e2,1,Pauli,1.0003999724116701
M_bdelta,qmrxn20_e2,1,V_elst,1.090426379983717
M_bdelta,qmrxn20_e2,1,oi,1.0106484099123223
M_bdelta,qmrxn20_e2,1,disp,1.0179940357301243
M_bdelta,qmrxn20_e2,1,barrier,1.24219594876039
M_bdelta,qmrxn20_sn2,1,strain,1.4320857558304632
M_bdelta,qmrxn20_sn2,1,Pauli,0.9981261542743677
M_bdelta,qmrxn20_sn2,1,V_elst,0.5319680211254246
M_bdelta,qmrxn20_sn2,1,oi,2.9800412861149863
M_bdelta,qmrxn20_sn2,1,disp,0.7391566090991998
M_bdelta,qmrxn20_sn2,1,barrier,1.0792237034776384
M_bdelta,rgd1,1,strain,0.8294292749655707
M_bdelta,rgd1,1,Pauli,0.6658075786360285
M_bdelta,rgd1,1,V_elst,0.6767142223880508
M_bdelta,rgd1,1,oi,0.735847288168649
M_bdelta,rgd1,1,disp,0.8626387959519133
M_bdelta,rgd1,1,barrier,1.1670653254643948
M_bdelta,dipolar,1,strain,0.9061841006304113
M_bdelta,dipolar,1,Pauli,1.2683811971483003
M_bdelta,dipolar,1,V_elst,1.184645290028853
M_bdelta,dipolar,1,oi,1.3500243479939762
M_bdelta,dipolar,1,disp,0.6555124965549481
M_bdelta,dipolar,1,barrier,2.8554218113074197
M_bdelta,qmrxn20_e2,1,strain,0.8393748170287986
M_bdelta,qmrxn20_e2,1,Pauli,0.7380512279318816
M_bdelta,qmrxn20_e2,1,V_elst,0.7233832509177622
M_bdelta,qmrxn20_e2,1,oi,0.8058028235124911
M_bdelta,qmrxn20_e2,1,disp,1.0487873319571455
M_bdelta,qmrxn20_e2,1,barrier,1.3073691069445499
M_bdelta,qmrxn20_sn2,1,strain,1.4655818827740645
M_bdelta,qmrxn20_sn2,1,Pauli,0.995712962588674
M_bdelta,qmrxn20_sn2,1,V_elst,0.4573767050362037
M_bdelta,qmrxn20_sn2,1,oi,2.8275844769182745
M_bdelta,qmrxn20_sn2,1,disp,0.7792945467296342
M_bdelta,qmrxn20_sn2,1,barrier,1.283904737597728
M_bdelta,rgd1,1,strain,0.9947511635282568
M_bdelta,rgd1,1,Pauli,0.7467529293071983
M_bdelta,rgd1,1,V_elst,0.6375127175516828
M_bdelta,rgd1,1,oi,0.8303271752316823
M_bdelta,rgd1,1,disp,0.8985801949727964
M_bdelta,rgd1,1,barrier,1.423114453828099
M_bdelta,dipolar,1,strain,0.9004888310676399
M_bdelta,dipolar,1,Pauli,1.3861637043562804
M_bdelta,dipolar,1,V_elst,1.1806476346474588
M_bdelta,dipolar,1,oi,1.4005341496664843
M_bdelta,dipolar,1,disp,0.642616175750865
M_bdelta,dipolar,1,barrier,2.7689934089808084
M_bdelta,qmrxn20_e2,1,strain,0.8703813470716375
M_bdelta,qmrxn20_e2,1,Pauli,0.892963414542786
M_bdelta,qmrxn20_e2,1,V_elst,0.8463323837692717
M_bdelta,qmrxn20_e2,1,oi,0.9206143151424149
M_bdelta,qmrxn20_e2,1,disp,1.022945413265913
M_bdelta,qmrxn20_e2,1,barrier,1.2255581287349373
M_bdelta,qmrxn20_sn2,1,strain,1.2687141345032609
M_bdelta,qmrxn20_sn2,1,Pauli,1.0446299029450303
M_bdelta,qmrxn20_sn2,1,V_elst,0.4697332870723678
M_bdelta,qmrxn20_sn2,1,oi,2.682832131095675
M_bdelta,qmrxn20_sn2,1,disp,0.6858041534330801
M_bdelta,qmrxn20_sn2,1,barrier,1.2310820863917515
M_bdelta,rgd1,1,strain,0.9775981415013132
M_bdelta,rgd1,1,Pauli,0.7728850743310284
M_bdelta,rgd1,1,V_elst,0.7125267867322952
M_bdelta,rgd1,1,oi,0.8408671854996344
M_bdelta,rgd1,1,disp,0.8882741451337277
M_bdelta,rgd1,1,barrier,1.2222307190135422
M_bdelta,dipolar,2,strain,0.885087465982208
M_bdelta,dipolar,2,Pauli,1.2259562552414711
M_bdelta,dipolar,2,V_elst,1.115960933867161
M_bdelta,dipolar,2,oi,1.2351397321508686
M_bdelta,dipolar,2,disp,0.5415754854611604
M_bdelta,dipolar,2,barrier,2.35961844312356
M_bdelta,qmrxn20_e2,2,strain,0.9174650411598948
M_bdelta,qmrxn20_e2,2,Pauli,0.7282203466065021
M_bdelta,qmrxn20_e2,2,V_elst,0.7673751189656025
M_bdelta,qmrxn20_e2,2,oi,0.7257197846325759
M_bdelta,qmrxn20_e2,2,disp,1.1101081889789475
M_bdelta,qmrxn20_e2,2,barrier,0.9580072595639949
M_bdelta,qmrxn20_sn2,2,strain,0.926179330079848
M_bdelta,qmrxn20_sn2,2,Pauli,0.7537890368004571
M_bdelta,qmrxn20_sn2,2,V_elst,0.6899295899449455
M_bdelta,qmrxn20_sn2,2,oi,0.7675443109138054
M_bdelta,qmrxn20_sn2,2,disp,1.107121997468843
M_bdelta,qmrxn20_sn2,2,barrier,0.889957885384147
M_bdelta,rgd1,2,strain,1.2701990725148709
M_bdelta,rgd1,2,Pauli,0.8944521208319437
M_bdelta,rgd1,2,V_elst,0.9829731363850698
M_bdelta,rgd1,2,oi,1.0377329030606073
M_bdelta,rgd1,2,disp,0.8315587569058281
M_bdelta,rgd1,2,barrier,1.461331060388738
M_bdelta,dipolar,2,strain,0.9796400591299841
M_bdelta,dipolar,2,Pauli,1.386047053814828
M_bdelta,dipolar,2,V_elst,1.2868466885046292
M_bdelta,dipolar,2,oi,1.3870618647476873
M_bdelta,dipolar,2,disp,0.48902655111229143
M_bdelta,dipolar,2,barrier,2.3158525957487215
M_bdelta,qmrxn20_e2,2,strain,0.7752758210679196
M_bdelta,qmrxn20_e2,2,Pauli,0.6362574777399619
M_bdelta,qmrxn20_e2,2,V_elst,0.6895463489664683
M_bdelta,qmrxn20_e2,2,oi,0.6466482702826654
M_bdelta,qmrxn20_e2,2,disp,1.1344450463455387
M_bdelta,qmrxn20_e2,2,barrier,0.95556482721074
M_bdelta,qmrxn20_sn2,2,strain,0.9864047019010024
M_bdelta,qmrxn20_sn2,2,Pauli,0.7762504197220067
M_bdelta,qmrxn20_sn2,2,V_elst,0.6655446415614424
M_bdelta,qmrxn20_sn2,2,oi,0.7692999973802352
M_bdelta,qmrxn20_sn2,2,disp,1.1275670246626484
M_bdelta,qmrxn20_sn2,2,barrier,0.8867195677292599
M_bdelta,rgd1,2,strain,1.1625581852159859
M_bdelta,rgd1,2,Pauli,0.8060124570655712
M_bdelta,rgd1,2,V_elst,0.8907497764890361
M_bdelta,rgd1,2,oi,0.910532822997315
M_bdelta,rgd1,2,disp,0.8664036504659918
M_bdelta,rgd1,2,barrier,1.3058526628780545
M_bdelta,dipolar,2,strain,0.9550646272726924
M_bdelta,dipolar,2,Pauli,1.2788303596278148
M_bdelta,dipolar,2,V_elst,1.2547570160667718
M_bdelta,dipolar,2,oi,1.305085917653403
M_bdelta,dipolar,2,disp,0.5479820634688263
M_bdelta,dipolar,2,barrier,2.2990537306545837
M_bdelta,qmrxn20_e2,2,strain,0.7624620553584741
M_bdelta,qmrxn20_e2,2,Pauli,0.7395401923631539
M_bdelta,qmrxn20_e2,2,V_elst,0.7782916745149699
M_bdelta,qmrxn20_e2,2,oi,0.7172010837601457
M_bdelta,qmrxn20_e2,2,disp,1.0826464123237651
M_bdelta,qmrxn20_e2,2,barrier,0.9975834872963326
M_bdelta,qmrxn20_sn2,2,strain,0.9838005838976163
M_bdelta,qmrxn20_sn2,2,Pauli,0.7580717851505053
M_bdelta,qmrxn20_sn2,2,V_elst,0.689914959357861
M_bdelta,qmrxn20_sn2,2,oi,0.740530613491349
M_bdelta,qmrxn20_sn2,2,disp,1.0940957182430222
M_bdelta,qmrxn20_sn2,2,barrier,0.919631304406366
M_bdelta,rgd1,2,strain,1.1241384424761691
M_bdelta,rgd1,2,Pauli,0.9370122569270517
M_bdelta,rgd1,2,V_elst,1.0589938269013037
M_bdelta,rgd1,2,oi,1.0872259319100153
M_bdelta,rgd1,2,disp,0.852500312513266
M_bdelta,rgd1,2,barrier,1.540868430047457
M_bdelta,dipolar,2,strain,0.9918938097304971
M_bdelta,dipolar,2,Pauli,1.3623488240150925
M_bdelta,dipolar,2,V_elst,1.2417277764362722
M_bdelta,dipolar,2,oi,1.2791917661115602
M_bdelta,dipolar,2,disp,0.534935402419467
M_bdelta,dipolar,2,barrier,1.8651069515384378
M_bdelta,qmrxn20_e2,2,strain,0.7129845082476206
M_bdelta,qmrxn20_e2,2,Pauli,0.6814692782514451
M_bdelta,qmrxn20_e2,2,V_elst,0.7772106401586546
M_bdelta,qmrxn20_e2,2,oi,0.6721888509312247
M_bdelta,qmrxn20_e2,2,disp,1.0955777030914777
M_bdelta,qmrxn20_e2,2,barrier,1.0790891445717776
M_bdelta,qmrxn20_sn2,2,strain,0.9695811701754433
M_bdelta,qmrxn20_sn2,2,Pauli,0.7308801293890363
M_bdelta,qmrxn20_sn2,2,V_elst,0.6975199111512149
M_bdelta,qmrxn20_sn2,2,oi,0.7141653473237561
M_bdelta,qmrxn20_sn2,2,disp,1.1026387018732549
M_bdelta,qmrxn20_sn2,2,barrier,0.8178304563881649
M_bdelta,rgd1,2,strain,1.186191098651648
M_bdelta,rgd1,2,Pauli,1.0205694183153105
M_bdelta,rgd1,2,V_elst,1.10688615883837
M_bdelta,rgd1,2,oi,1.1917656946820736
M_bdelta,rgd1,2,disp,0.8589457501881371
M_bdelta,rgd1,2,barrier,1.3159305503698402
M_bdelta,dipolar,2,strain,1.0439835499891414
M_bdelta,dipolar,2,Pauli,1.446105458500428
M_bdelta,dipolar,2,V_elst,1.3034564594297244
M_bdelta,dipolar,2,oi,1.4078769161741445
M_bdelta,dipolar,2,disp,0.5320207352972738
M_bdelta,dipolar,2,barrier,1.7789181583083444
M_bdelta,qmrxn20_e2,2,strain,0.7916804569202389
M_bdelta,qmrxn20_e2,2,Pauli,0.5942061879716555
M_bdelta,qmrxn20_e2,2,V_elst,0.6019830936367006
M_bdelta,qmrxn20_e2,2,oi,0.6101374914743385
M_bdelta,qmrxn20_e2,2,disp,1.1206391712864967
M_bdelta,qmrxn20_e2,2,barrier,0.9999582699780906
M_bdelta,qmrxn20_sn2,2,strain,0.904686923326575
M_bdelta,qmrxn20_sn2,2,Pauli,0.7847254910789586
M_bdelta,qmrxn20_sn2,2,V_elst,0.7856318940479716
M_bdelta,qmrxn20_sn2,2,oi,0.7127597699567226
M_bdelta,qmrxn20_sn2,2,disp,1.1234815701975758
M_bdelta,qmrxn20_sn2,2,barrier,0.8997359277984014
M_bdelta,rgd1,2,strain,1.2688272126683005
M_bdelta,rgd1,2,Pauli,0.9917170987159698
M_bdelta,rgd1,2,V_elst,1.0539477480993171
M_bdelta,rgd1,2,oi,1.0964636650069188
M_bdelta,rgd1,2,disp,0.840156053077188
M_bdelta,rgd1,2,barrier,1.1386892361819363
M_bdelta,dipolar,3,strain,1.3549805194190947
M_bdelta,dipolar,3,Pauli,1.3449490158147872
M_bdelta,dipolar,3,V_elst,1.3808568600138391
M_bdelta,dipolar,3,oi,1.3143835545467655
M_bdelta,dipolar,3,disp,0.5615237351131338
M_bdelta,dipolar,3,barrier,1.9541456509653787
M_bdelta,qmrxn20_e2,3,strain,0.89128414606884
M_bdelta,qmrxn20_e2,3,Pauli,0.7481628459010013
M_bdelta,qmrxn20_e2,3,V_elst,0.6521851956262
M_bdelta,qmrxn20_e2,3,oi,0.7597156409498179
M_bdelta,qmrxn20_e2,3,disp,1.0040977394624597
M_bdelta,qmrxn20_e2,3,barrier,0.8929191148242327
M_bdelta,qmrxn20_sn2,3,strain,0.9013965145383325
M_bdelta,qmrxn20_sn2,3,Pauli,1.125696601371268
M_bdelta,qmrxn20_sn2,3,V_elst,0.7156416728021926
M_bdelta,qmrxn20_sn2,3,oi,1.4295733494655238
M_bdelta,qmrxn20_sn2,3,disp,0.7902393287203144
M_bdelta,qmrxn20_sn2,3,barrier,0.970433187955036
M_bdelta,rgd1,3,strain,1.0516214770373045
M_bdelta,rgd1,3,Pauli,0.7692895385017798
M_bdelta,rgd1,3,V_elst,0.8001601090492285
M_bdelta,rgd1,3,oi,0.8698968423248208
M_bdelta,rgd1,3,disp,0.8769703834882304
M_bdelta,rgd1,3,barrier,1.0411255946152045
M_bdelta,dipolar,3,strain,1.1893066468807294
M_bdelta,dipolar,3,Pauli,1.4513695373820579
M_bdelta,dipolar,3,V_elst,1.3874445250698793
M_bdelta,dipolar,3,oi,1.4227816170959098
M_bdelta,dipolar,3,disp,0.5528433445690446
M_bdelta,dipolar,3,barrier,2.0355755774866293
M_bdelta,qmrxn20_e2,3,strain,0.8762302325358667
M_bdelta,qmrxn20_e2,3,Pauli,0.6441243321318144
M_bdelta,qmrxn20_e2,3,V_elst,0.5838247097909199
M_bdelta,qmrxn20_e2,3,oi,0.6975771570770616
M_bdelta,qmrxn20_e2,3,disp,0.9838156193419059
M_bdelta,qmrxn20_e2,3,barrier,0.9350680103739004
M_bdelta,qmrxn20_sn2,3,strain,0.8978876124485328
M_bdelta,qmrxn20_sn2,3,Pauli,1.409727445061103
M_bdelta,qmrxn20_sn2,3,V_elst,0.8999191400170499
M_bdelta,qmrxn20_sn2,3,oi,1.4801939204614953
M_bdelta,qmrxn20_sn2,3,disp,0.7760286098352854
M_bdelta,qmrxn20_sn2,3,barrier,1.0448299986221767
M_bdelta,rgd1,3,strain,1.0342414446907806
M_bdelta,rgd1,3,Pauli,0.8404690699147152
M_bdelta,rgd1,3,V_elst,0.879132970776378
M_bdelta,rgd1,3,oi,1.0097709404759363
M_bdelta,rgd1,3,disp,0.8415251062589619
M_bdelta,rgd1,3,barrier,0.9985601301797898
M_bdelta,dipolar,3,strain,1.0178973491641026
M_bdelta,dipolar,3,Pauli,1.436545689919063
M_bdelta,dipolar,3,V_elst,1.321170690658684
M_bdelta,dipolar,3,oi,1.3886493418896295
M_bdelta,dipolar,3,disp,0.5513976848211296
M_bdelta,dipolar,3,barrier,1.996641356620447
M_bdelta,qmrxn20_e2,3,strain,0.7971877240531776
M_bdelta,qmrxn20_e2,3,Pauli,0.6288866867484478
M_bdelta,qmrxn20_e2,3,V_elst,0.5682336180237116
M_bdelta,qmrxn20_e2,3,oi,0.693923868581013
M_bdelta,qmrxn20_e2,3,disp,0.9129260566925832
M_bdelta,qmrxn20_e2,3,barrier,0.9258991892893174
M_bdelta,qmrxn20_sn2,3,strain,0.9426916550774778
M_bdelta,qmrxn20_sn2,3,Pauli,1.2123911404129806
M_bdelta,qmrxn20_sn2,3,V_elst,0.8912559421211985
M_bdelta,qmrxn20_sn2,3,oi,1.3431653606905716
M_bdelta,qmrxn20_sn2,3,disp,0.6030785792022642
M_bdelta,qmrxn20_sn2,3,barrier,1.0771083735836977
M_bdelta,rgd1,3,strain,1.1981428609150335
M_bdelta,rgd1,3,Pauli,0.8802240985593462
M_bdelta,rgd1,3,V_elst,0.8993821046416817
M_bdelta,rgd1,3,oi,1.0967054434981878
M_bdelta,rgd1,3,disp,0.7831441802969846
M_bdelta,rgd1,3,barrier,0.9977926835226643
M_bdelta,dipolar,3,strain,1.3238123062804346
M_bdelta,dipolar,3,Pauli,1.70254368488063
M_bdelta,dipolar,3,V_elst,1.6156114888267101
M_bdelta,dipolar,3,oi,1.6714541451000964
M_bdelta,dipolar,3,disp,0.5648812931147408
M_bdelta,dipolar,3,barrier,1.920758208839144
M_bdelta,qmrxn20_e2,3,strain,0.8021960121222597
M_bdelta,qmrxn20_e2,3,Pauli,0.7037600059504328
M_bdelta,qmrxn20_e2,3,V_elst,0.6270892692165034
M_bdelta,qmrxn20_e2,3,oi,0.7215544459219377
M_bdelta,qmrxn20_e2,3,disp,0.946268393743657
M_bdelta,qmrxn20_e2,3,barrier,0.9372873924570992
M_bdelta,qmrxn20_sn2,3,strain,0.8720484872143212
M_bdelta,qmrxn20_sn2,3,Pauli,1.1386858640242556
M_bdelta,qmrxn20_sn2,3,V_elst,0.8234210189093477
M_bdelta,qmrxn20_sn2,3,oi,1.4459327449234904
M_bdelta,qmrxn20_sn2,3,disp,0.8213203476508002
M_bdelta,qmrxn20_sn2,3,barrier,1.0263153248352326
M_bdelta,rgd1,3,strain,0.996506916523511
M_bdelta,rgd1,3,Pauli,0.8469290949299227
M_bdelta,rgd1,3,V_elst,0.8743645408015298
M_bdelta,rgd1,3,oi,1.03031206194423
M_bdelta,rgd1,3,disp,0.8286318863975036
M_bdelta,rgd1,3,barrier,1.01734853681723
M_bdelta,dipolar,3,strain,1.1106635697493736
M_bdelta,dipolar,3,Pauli,1.059815229538626
M_bdelta,dipolar,3,V_elst,1.0079833665006313
M_bdelta,dipolar,3,oi,0.9749797269196796
M_bdelta,dipolar,3,disp,0.573587781789625
M_bdelta,dipolar,3,barrier,2.139841304935826
M_bdelta,qmrxn20_e2,3,strain,0.8647423960821997
M_bdelta,qmrxn20_e2,3,Pauli,0.6977491646826072
M_bdelta,qmrxn20_e2,3,V_elst,0.593934491407685
M_bdelta,qmrxn20_e2,3,oi,0.7367133517543203
M_bdelta,qmrxn20_e2,3,disp,0.9449480355637557
M_bdelta,qmrxn20_e2,3,barrier,0.9356109702653455
M_bdelta,qmrxn20_sn2,3,strain,0.9248751429090016
M_bdelta,qmrxn20_sn2,3,Pauli,1.083167886953063
M_bdelta,qmrxn20_sn2,3,V_elst,0.8119229218684679
M_bdelta,qmrxn20_sn2,3,oi,1.2542941530603076
M_bdelta,qmrxn20_sn2,3,disp,0.8226722826444364
M_bdelta,qmrxn20_sn2,3,barrier,1.004429879876027
M_bdelta,rgd1,3,strain,1.0028949286033702
M_bdelta,rgd1,3,Pauli,0.7450228090887411
M_bdelta,rgd1,3,V_elst,0.7964405876845231
M_bdelta,rgd1,3,oi,0.8672869159491758
M_bdelta,rgd1,3,disp,0.8353071210907019
M_bdelta,rgd1,3,barrier,1.0345979322132022
M_bdelta,dipolar,4,strain,1.0014343310680918
M_bdelta,dipolar,4,Pauli,1.0688408906209625
M_bdelta,dipolar,4,V_elst,0.9984909169772671
M_bdelta,dipolar,4,oi,1.0953942961399
M_bdelta,dipolar,4,disp,0.752120793784225
M_bdelta,dipolar,4,barrier,2.369705555740858
M_bdelta,qmrxn20_e2,4,strain,1.0748430373760545
M_bdelta,qmrxn20_e2,4,Pauli,0.8985916752525683
M_bdelta,qmrxn20_e2,4,V_elst,0.8206789208812287
M_bdelta,qmrxn20_e2,4,oi,0.7904224424055669
M_bdelta,qmrxn20_e2,4,disp,1.8853003840589255
M_bdelta,qmrxn20_e2,4,barrier,0.9674116616840623
M_bdelta,qmrxn20_sn2,4,strain,0.8376844833799989
M_bdelta,qmrxn20_sn2,4,Pauli,0.9367644993521328
M_bdelta,qmrxn20_sn2,4,V_elst,0.5463497460280368
M_bdelta,qmrxn20_sn2,4,oi,1.5396455931916448
M_bdelta,qmrxn20_sn2,4,disp,0.8082273392115921
M_bdelta,qmrxn20_sn2,4,barrier,1.117948591603464
M_bdelta,rgd1,4,strain,0.8829313046076528
M_bdelta,rgd1,4,Pauli,0.7032051058086194
M_bdelta,rgd1,4,V_elst,0.7654128045618794
M_bdelta,rgd1,4,oi,0.6687750626891366
M_bdelta,rgd1,4,disp,0.7437049825468534
M_bdelta,rgd1,4,barrier,1.1679180447474513
M_bdelta,dipolar,4,strain,1.0673288416498345
M_bdelta,dipolar,4,Pauli,1.2277695512064621
M_bdelta,dipolar,4,V_elst,1.1885770974394811
M_bdelta,dipolar,4,oi,1.229673639889956
M_bdelta,dipolar,4,disp,0.7313318866444689
M_bdelta,dipolar,4,barrier,2.667448678896004
M_bdelta,qmrxn20_e2,4,strain,1.005020590913636
M_bdelta,qmrxn20_e2,4,Pauli,0.8139245234122207
M_bdelta,qmrxn20_e2,4,V_elst,0.7335906595295822
M_bdelta,qmrxn20_e2,4,oi,0.7566155098903584
M_bdelta,qmrxn20_e2,4,disp,1.7016863740672583
M_bdelta,qmrxn20_e2,4,barrier,0.9139986992790748
M_bdelta,qmrxn20_sn2,4,strain,0.848496790370493
M_bdelta,qmrxn20_sn2,4,Pauli,0.9526348137423567
M_bdelta,qmrxn20_sn2,4,V_elst,0.4989525419442081
M_bdelta,qmrxn20_sn2,4,oi,1.848638082126257
M_bdelta,qmrxn20_sn2,4,disp,0.8260919495183264
M_bdelta,qmrxn20_sn2,4,barrier,1.1271825655169967
M_bdelta,rgd1,4,strain,0.8920148049113766
M_bdelta,rgd1,4,Pauli,0.7286163755064657
M_bdelta,rgd1,4,V_elst,0.8417828132634819
M_bdelta,rgd1,4,oi,0.7329265788776864
M_bdelta,rgd1,4,disp,0.7598161377289201
M_bdelta,rgd1,4,barrier,1.3026033112847952
M_bdelta,dipolar,4,strain,1.0611916978469715
M_bdelta,dipolar,4,Pauli,1.1035849230761758
M_bdelta,dipolar,4,V_elst,1.01018307950269
M_bdelta,dipolar,4,oi,1.1283972892151493
M_bdelta,dipolar,4,disp,0.7376203765782311
M_bdelta,dipolar,4,barrier,2.6636557808310846
M_bdelta,qmrxn20_e2,4,strain,1.2986131625779433
M_bdelta,qmrxn20_e2,4,Pauli,0.8859284851661451
M_bdelta,qmrxn20_e2,4,V_elst,0.8681832466132966
M_bdelta,qmrxn20_e2,4,oi,0.8439054460396881
M_bdelta,qmrxn20_e2,4,disp,1.7962264339657585
M_bdelta,qmrxn20_e2,4,barrier,1.1023997223733326
M_bdelta,qmrxn20_sn2,4,strain,0.9641651705994787
M_bdelta,qmrxn20_sn2,4,Pauli,1.1664597149931633
M_bdelta,qmrxn20_sn2,4,V_elst,0.6563253813925463
M_bdelta,qmrxn20_sn2,4,oi,2.0801899430980573
M_bdelta,qmrxn20_sn2,4,disp,0.785397209772963
M_bdelta,qmrxn20_sn2,4,barrier,1.3391260054967347
M_bdelta,rgd1,4,strain,0.8965814624299182
M_bdelta,rgd1,4,Pauli,0.6703565272687793
M_bdelta,rgd1,4,V_elst,0.695880656345958
M_bdelta,rgd1,4,oi,0.6337862135145274
M_bdelta,rgd1,4,disp,0.7268079136585418
M_bdelta,rgd1,4,barrier,1.1958725584445629
M_bdelta,dipolar,4,strain,1.0301538315677994
M_bdelta,dipolar,4,Pauli,1.215964863296208
M_bdelta,dipolar,4,V_elst,1.1138223153858866
M_bdelta,dipolar,4,oi,1.2114181329427705
M_bdelta,dipolar,4,disp,0.7420016177727911
M_bdelta,dipolar,4,barrier,2.2525391866261506
M_bdelta,qmrxn20_e2,4,strain,1.268160572162273
M_bdelta,qmrxn20_e2,4,Pauli,0.9604063386739943
M_bdelta,qmrxn20_e2,4,V_elst,0.9382245607651083
M_bdelta,qmrxn20_e2,4,oi,0.8462664125987401
M_bdelta,qmrxn20_e2,4,disp,1.755642683618784
M_bdelta,qmrxn20_e2,4,barrier,0.9441038201594958
M_bdelta,qmrxn20_sn2,4,strain,0.7934986942009763
M_bdelta,qmrxn20_sn2,4,Pauli,1.3249863393527244
M_bdelta,qmrxn20_sn2,4,V_elst,0.7122870794964349
M_bdelta,qmrxn20_sn2,4,oi,1.979853035928765
M_bdelta,qmrxn20_sn2,4,disp,0.8479530596320825
M_bdelta,qmrxn20_sn2,4,barrier,1.1479904738656375
M_bdelta,rgd1,4,strain,0.9709359086637618
M_bdelta,rgd1,4,Pauli,0.6948831402856345
M_bdelta,rgd1,4,V_elst,0.7496522666747254
M_bdelta,rgd1,4,oi,0.7760225831640151
M_bdelta,rgd1,4,disp,0.7631400611292736
M_bdelta,rgd1,4,barrier,1.168997832011328
M_bdelta,dipolar,4,strain,1.031484807320745
M_bdelta,dipolar,4,Pauli,1.1753318949060272
M_bdelta,dipolar,4,V_elst,1.1171207214106251
M_bdelta,dipolar,4,oi,1.171548669692913
M_bdelta,dipolar,4,disp,0.7088709944391993
M_bdelta,dipolar,4,barrier,2.1528684148112394
M_bdelta,qmrxn20_e2,4,strain,0.9841850683366337
M_bdelta,qmrxn20_e2,4,Pauli,0.6996415353471575
M_bdelta,qmrxn20_e2,4,V_elst,0.6273461392066872
M_bdelta,qmrxn20_e2,4,oi,0.6657227760900896
M_bdelta,qmrxn20_e2,4,disp,1.828079537576255
M_bdelta,qmrxn20_e2,4,barrier,0.9051382890526716
M_bdelta,qmrxn20_sn2,4,strain,0.8140399598620928
M_bdelta,qmrxn20_sn2,4,Pauli,0.9802813726321786
M_bdelta,qmrxn20_sn2,4,V_elst,0.6032156152481144
M_bdelta,qmrxn20_sn2,4,oi,1.7118802314504382
M_bdelta,qmrxn20_sn2,4,disp,0.8239609965126184
M_bdelta,qmrxn20_sn2,4,barrier,1.0638489625208531
M_bdelta,rgd1,4,strain,0.8577338829425069
M_bdelta,rgd1,4,Pauli,0.7370070290704474
M_bdelta,rgd1,4,V_elst,0.8496110952978582
M_bdelta,rgd1,4,oi,0.7246299663900895
M_bdelta,rgd1,4,disp,0.7387910020013518
M_bdelta,rgd1,4,barrier,1.193401629090334
